ID,Name,City,Gender,Height,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,Constitution
202015,Josephine,Shanghai,male,1.0,-0.69593,-1.00579,0.29045,2.05737,-0.4749,1.14038,0.73847,-0.19263,-0.13143,,0.0
202016,Rebecca,Guangzhou,female,1.6,0.35415,-0.03264,0.05543,-1.2604,-1.89961,1.14038,1.35001,-0.19263,0.44906,,-0.64008
202017,Dolores,Shanghai,male,1.68,0.61667,0.72425,0.29045,0.70568,-1.42471,0.55923,-1.7077,1.08355,1.02955,,-0.64008
202018,Sierra,Shanghai,male,1.61,-0.69593,1.48115,-1.35469,1.19721,-0.4749,-1.7654,0.12692,1.08355,1.61005,,0.70965
202019,Stanley,Guangzhou,female,1.63,0.8792,0.39987,0.99551,0.09128,-0.4749,-0.02193,-1.09616,-1.46881,-0.71193,,-1.9898
202020,Hank,Beijing,male,1.77,-1.22097,-2.08707,0.52547,-0.40024,-0.9498,0.55923,-1.09616,1.08355,-1.29242,,-0.64008
202021,Adelaide,Beijing,female,1.47,0.8792,0.29174,0.52547,0.21416,-0.4749,-1.7654,1.35001,1.08355,-0.13143,,0.70965
202022,Megan,Shenzhen,female,1.6,-0.95845,-0.14077,0.52547,-0.15448,-1.89961,-0.60309,1.35001,1.08355,-0.71193,,-0.64008
202023,Duke,Shanghai,male,1.67,-1.22097,-1.4383,0.29045,0.21416,0.0,-1.18424,-1.09616,1.08355,0.44906,,-1.9898
202024,Teresa,Shenzhen,male,1.63,-0.17089,-2.1952,-0.41461,-0.0316,1.42471,-0.60309,1.35001,0.44546,-0.71193,,-0.64008
202025,Victoria,Shenzhen,female,1.53,0.35415,0.508,1.46555,-0.76888,0.4749,0.55923,0.12692,0.44546,0.44906,,-0.64008
202026,Donna,Shenzhen,male,1.66,-1.48349,0.508,0.05543,-0.0316,0.4749,-1.7654,-1.09616,1.08355,-1.29242,,0.70965
202027,Angelina,Beijing,male,1.64,-0.17089,-2.73583,0.29045,0.09128,-0.4749,-1.7654,0.12692,1.08355,1.02955,,0.70965
202028,Jeffery,Shanghai,male,1.71,0.35415,0.18361,0.76049,-0.52312,-0.4749,-1.18424,0.12692,-1.46881,-1.87291,,0.70965
202029,June,Shenzhen,male,1.66,0.35415,-1.33017,0.52547,0.70568,0.9498,-0.60309,0.12692,-0.19263,-0.13143,,-0.64008
202030,Mary,Shenzhen,female,1.54,2.71684,1.26489,1.23053,0.95145,0.4749,1.14038,-0.48462,-0.83072,-0.71193,,-0.64008
202031,Editha,Guangzhou,female,1.6,1.66676,0.94051,-0.41461,0.33704,0.9498,-0.02193,1.35001,-0.83072,-1.29242,,0.70965
202032,Howard,Shenzhen,female,1.61,0.09163,-0.03264,-1.35469,0.0,0.0,0.55923,1.35001,1.08355,-1.29242,,0.70965
202033,Pamela,Shanghai,male,1.67,1.14172,-0.57328,-0.17959,-0.40024,1.42471,1.14038,-1.7077,-0.83072,-0.71193,,-0.64008
202034,Selina,Shanghai,female,1.61,0.35415,1.26489,-0.88465,-0.15448,0.4749,0.55923,0.73847,0.44546,1.02955,,0.70965
202035,Alicia,Shenzhen,male,1.63,-0.69593,-1.54643,-1.35469,0.45992,0.4749,1.14038,0.12692,-1.46881,-1.29242,,0.0
202036,Mickey,Guangzhou,female,1.52,0.8792,0.39987,0.29045,-1.75192,0.4749,-0.60309,0.73847,1.08355,-0.13143,,-0.64008
202037,Christian,Guangzhou,female,1.69,-1.48349,-0.46515,0.29045,-1.13752,0.4749,-0.60309,0.12692,-1.46881,1.61005,,2.05937
202038,Leopold,Beijing,male,1.7,1.40424,0.29174,1.23053,-0.89176,0.4749,0.55923,0.12692,-0.19263,-0.71193,,0.70965
202039,Claudia,Shanghai,female,1.65,-0.69593,-0.03264,-0.17959,1.93449,-0.4749,0.55923,-0.48462,1.08355,-0.13143,,-0.64008
202040,Manda,Beijing,female,1.63,-0.43341,0.18361,1.46555,-1.38328,-0.9498,-0.02193,1.35001,-0.83072,0.44906,,-0.64008
202041,Tiffany,Beijing,female,1.55,0.8792,0.39987,1.46555,0.95145,-0.4749,1.14038,0.12692,1.08355,-0.71193,,-0.64008
202042,Angelia,Shanghai,male,1.74,0.61667,1.04863,0.29045,-1.75192,-0.4749,-0.60309,-0.48462,-1.46881,0.44906,,0.0
202043,Nikita,Shanghai,female,1.61,0.09163,0.07549,-0.64963,0.21416,0.4749,-1.18424,0.12692,-2.10691,-0.13143,,2.05937
202044,Wanda,Shenzhen,male,1.59,0.35415,-1.65456,-0.64963,-0.27736,0.9498,0.55923,-0.48462,0.44546,0.44906,,0.70965
202045,Cosmo,Beijing,female,1.62,1.40424,-0.68141,1.23053,0.45992,0.4749,-0.02193,-0.48462,-0.19263,1.61005,,0.0
202046,Isaac,Shanghai,female,1.55,0.8792,-0.35703,0.52547,1.32009,-2.37451,-0.02193,-1.09616,-0.83072,-1.87291,,0.70965
202047,Constance,Shanghai,male,1.67,-0.69593,-0.35703,0.99551,-0.76888,0.0,1.14038,-1.09616,-1.46881,-0.71193,,2.05937
202048,Leslie ,Beijing,female,1.57,0.35415,-0.14077,0.05543,1.19721,0.4749,1.14038,-1.09616,1.08355,0.44906,,-0.64008
202049,Lucy,Beijing,male,1.68,0.09163,1.58927,-0.64963,-0.76888,0.0,-1.18424,-1.09616,1.08355,-0.13143,,-1.9898
202050,Zelda,Shanghai,female,1.6,1.14172,-0.35703,-0.41461,-0.40024,0.0,1.14038,-0.48462,1.08355,-0.71193,,0.70965
202051,Ethan,Beijing,male,1.65,-0.43341,0.72425,0.76049,-0.52312,1.42471,-1.7654,1.35001,-0.19263,-0.71193,,-0.64008
202052,Sally,Guangzhou,male,1.77,0.35415,1.48115,-0.41461,-0.0316,-0.9498,0.55923,0.12692,-1.46881,0.44906,,0.70965
202053,Joliet,Guangzhou,female,1.55,0.09163,-0.03264,0.76049,-1.13752,-1.42471,-1.18424,0.12692,-0.19263,-0.13143,,-0.64008
202054,John,Shenzhen,male,1.66,0.35415,-1.22205,-0.17959,-1.13752,-1.42471,-1.7654,-1.09616,0.44546,-1.87291,,0.0
202056,Hugo,Guangzhou,male,1.65,0.09163,-0.68141,0.99551,0.82856,0.4749,-1.18424,1.35001,0.44546,-0.71193,,0.0
202057,Amy,Beijing,female,1.64,1.14172,-0.03264,0.99551,-1.62904,0.0,-0.02193,1.35001,0.44546,1.02955,,-0.64008
202058,Martha,Guangzhou,male,1.62,-0.95845,0.29174,-1.58971,0.70568,0.4749,1.14038,-1.09616,1.08355,0.44906,,0.70965
202059,Nicholas,Guangzhou,male,1.63,0.09163,-0.57328,0.29045,0.5828,-0.4749,-0.02193,0.12692,1.08355,0.44906,,2.05937
202060,Todd,Guangzhou,male,1.72,-0.95845,0.07549,-0.17959,-0.40024,-1.42471,-0.60309,0.73847,0.44546,1.61005,,0.70965
202061,Marcy,Guangzhou,male,1.66,-0.69593,0.72425,0.76049,1.07433,-1.42471,0.55923,-1.09616,0.44546,1.02955,,-0.64008
202062,Winnie,Beijing,male,1.71,0.35415,0.508,0.29045,0.09128,0.0,-1.18424,-0.48462,1.08355,0.44906,,-0.64008
202063,Adeline,Shenzhen,male,1.63,0.09163,0.508,0.52547,0.09128,0.9498,1.14038,1.35001,-1.46881,-0.71193,,0.0
202064,Timothy,Beijing,male,1.69,0.8792,0.83238,0.29045,0.95145,1.89961,0.55923,-1.09616,1.08355,-0.13143,,0.70965
202065,Olivia,Shenzhen,female,1.69,0.35415,-1.00579,0.76049,0.21416,-0.4749,-0.60309,0.73847,1.08355,0.44906,,2.05937
202066,Geoffrey,Shanghai,female,1.65,0.09163,0.72425,-0.88465,-0.27736,-0.9498,1.14038,-1.09616,-0.83072,-1.29242,,-1.9898
202067,Maxine,Beijing,male,1.66,1.66676,-0.03264,-0.41461,0.95145,0.0,-1.18424,-1.09616,1.08355,-0.71193,,0.70965
202068,Lorraine,Shenzhen,male,1.62,1.40424,0.07549,-2.7648,-0.0316,-0.4749,1.14038,-1.7077,1.08355,-0.13143,,0.70965
202069,Eva,Shenzhen,female,1.55,-2.00853,1.37302,-0.17959,-0.40024,0.9498,0.55923,-0.48462,1.08355,-0.71193,,-0.64008
202070,Tina,Beijing,male,1.73,-1.48349,1.26489,-1.11967,1.07433,-2.37451,0.55923,-0.48462,0.44546,1.61005,,-0.64008
202071,Phoebe,Shanghai,male,1.7,-0.43341,0.61612,1.46555,-0.15448,-1.42471,0.55923,-1.09616,-0.19263,1.02955,,-0.64008
202072,Karida,Guangzhou,female,1.49,-0.69593,1.04863,-0.64963,-0.52312,0.9498,1.14038,0.12692,-0.83072,1.02955,,-0.64008
202073,Juliana,Guangzhou,female,1.51,0.8792,-0.89766,-1.11967,-0.40024,-1.42471,1.14038,1.35001,-1.46881,-0.71193,,0.70965
202074,Charlotte,Beijing,female,1.6,-1.22097,-0.14077,-0.88465,-0.0316,0.9498,0.55923,-1.7077,1.08355,-1.29242,,0.70965
202075,Demi,Shenzhen,female,1.64,1.14172,-1.33017,-0.64963,0.5828,0.9498,0.55923,-0.48462,-2.10691,-0.13143,,-0.64008
202076,David,Guangzhou,male,1.65,-0.17089,0.508,0.29045,0.33704,1.42471,1.14038,0.12692,0.44546,0.44906,,0.70965
202077,Melissa,Shenzhen,female,1.59,-0.69593,0.83238,0.05543,0.09128,0.4749,-1.7654,1.35001,0.44546,1.02955,,-0.64008
202078,Sheila,Beijing,female,1.61,-0.17089,-1.22205,-0.64963,1.68873,0.9498,1.14038,-1.09616,-1.46881,1.61005,,0.70965
202079,Henry,Shenzhen,male,1.76,0.35415,0.94051,-2.05975,2.30313,0.9498,0.55923,0.73847,0.44546,1.02955,,-0.64008
202080,Ivy,Beijing,female,1.53,0.09163,0.83238,-0.17959,0.5828,-0.9498,-1.18424,0.12692,0.44546,0.44906,,0.70965
202081,Deborah,Shenzhen,male,1.65,-0.95845,1.6974,-0.17959,-0.52312,1.42471,1.14038,-1.09616,-1.46881,-0.71193,,0.70965
202082,Caspar,Guangzhou,female,1.66,-2.27105,0.61612,-0.64963,-1.01464,0.0,-0.02193,1.35001,-1.46881,-0.13143,,-0.64008
202083,Susan,Shenzhen,male,1.63,-0.17089,-1.11392,0.52547,-3.22649,-0.4749,-0.60309,-0.48462,0.44546,1.61005,,-0.64008
202084,Ishara,Shenzhen,male,1.75,0.09163,-0.57328,0.29045,1.81161,-0.4749,-1.18424,0.73847,0.44546,-1.29242,,-0.64008
202085,lindsay,Beijing,female,1.55,-0.95845,-1.76269,-0.41461,-1.62904,-0.4749,-1.18424,1.35001,-0.19263,-1.29242,,-0.64008
202086,Noah,Guangzhou,female,1.59,0.61667,1.15676,0.76049,0.45992,-1.42471,-0.02193,0.73847,1.08355,-1.29242,,0.70965
202087,Dick,Guangzhou,male,1.74,0.8792,0.508,-0.88465,-0.52312,-0.9498,-1.7654,1.35001,1.08355,1.61005,,-1.9898
202088,Marshal,Guangzhou,male,1.81,-2.27105,-0.68141,0.29045,0.45992,-0.9498,1.14038,1.35001,-0.19263,-0.13143,,0.70965
202089,Harrison,Shenzhen,male,1.64,0.61667,1.58927,-0.17959,1.07433,0.9498,-0.60309,-0.48462,1.08355,1.02955,,-0.64008
202090,Vera,Beijing,male,1.72,-1.48349,0.508,-2.05975,1.81161,0.4749,1.14038,-1.09616,-0.83072,0.44906,,0.70965
202091,Monica,Shanghai,male,1.72,1.40424,0.29174,-0.88465,0.82856,-0.9498,1.14038,1.35001,-1.46881,-0.71193,,-0.64008
202092,Roy,Shanghai,female,1.61,-0.69593,0.83238,0.52547,0.33704,-0.4749,-0.60309,1.35001,-0.83072,0.44906,,0.0
202093,Owen,Beijing,female,1.56,-0.95845,1.58927,2.64064,0.33704,0.9498,-1.18424,-1.09616,-0.19263,-1.87291,,-0.64008
202094,Glendon,Guangzhou,female,1.68,0.35415,-2.51958,-0.17959,-1.01464,-2.84941,-1.18424,1.35001,1.08355,0.44906,,0.70965
202095,Britney,Guangzhou,female,1.66,-0.43341,0.508,1.46555,0.33704,0.4749,-1.7654,1.35001,0.44546,1.61005,,-1.9898
202096,Miranda,Shenzhen,male,1.72,-2.00853,-0.2489,-1.58971,0.95145,0.4749,0.55923,1.35001,1.08355,-0.71193,,0.70965
202097,Andrew,Shanghai,male,1.68,-0.95845,-0.89766,-0.41461,0.70568,1.42471,1.14038,-0.48462,1.08355,-1.87291,,-1.9898
202098,Elijah,Shenzhen,female,1.6,-3.32113,-0.2489,0.52547,-0.89176,0.4749,-1.18424,1.35001,-0.19263,1.02955,,2.05937
202099,Alexander,Beijing,male,1.69,2.1918,-0.2489,-0.41461,0.70568,-0.9498,-0.60309,-1.09616,0.44546,0.44906,,2.05937
202100,Octavia,Shenzhen,female,1.64,-0.69593,-1.97894,-0.17959,2.67177,1.42471,-0.60309,0.73847,-1.46881,0.44906,,-0.64008
202101,Jonathan,Shanghai,male,1.63,0.09163,-0.14077,1.46555,-0.646,-0.9498,0.55923,0.12692,-0.83072,-1.29242,,2.05937
202102,Violet,Shenzhen,female,1.63,-0.95845,-0.14077,1.93558,1.07433,0.9498,1.14038,0.73847,1.08355,1.61005,,0.70965
202104,Mia,Guangzhou,female,1.63,1.40424,-0.14077,-2.05975,-0.15448,0.4749,1.14038,-0.48462,-1.46881,1.61005,,-0.64008
202105,Frederica,Guangzhou,male,1.67,0.09163,1.91366,0.29045,-2.12056,-0.4749,-1.18424,-1.09616,0.44546,-1.29242,,0.70965
202106,Carry,Shenzhen,female,1.67,-0.95845,-0.78954,-0.41461,-1.2604,0.9498,-0.02193,-1.7077,-2.10691,1.02955,,0.70965
202107,Tamara,Shanghai,female,1.56,0.35415,-0.57328,-1.35469,-0.15448,-1.42471,1.14038,-1.09616,-0.19263,0.44906,,-1.9898
202108,Robert,Guangzhou,male,1.66,0.61667,-0.03264,-0.64963,-0.52312,-0.4749,-0.60309,0.73847,0.44546,-0.13143,,-0.64008
202109,Edmund,Shanghai,female,1.59,0.61667,-0.14077,2.87566,-0.40024,0.4749,-0.60309,1.35001,-0.19263,0.44906,,-0.64008
